(~v0)+(~v0|v1)+2*v0-2*(v0&v1)-(v0|v1)-(~(v0|v1))-(~v0&v1)-1,~v1-1
(v0^v1)+3*(~(v0|v1))-2*(~v0)+3*v1-(v0&v1)-(v0|v1)+1,-(v0&~v1)
-2*v1+2*(v0&v1)+(v0^v1)-(~(v0^v1))+1,-2*(~v0|v1)
(~v1)+3*(~v0^v1&~v2)-2*(~v0&v1|~v2)-(v0&v1^~v2)+(v0^~v1&v2)+7*(~v0&v1&~v2)+(v0^v1|v2)-(~v0|v1|v2)-(v0&v1^v2)+(v3|v1)+(v3|~v1)+2,4*(~v0&(v1^v2))+v3+1
-4*v1-(v0&v1)+2*(v0|v1)-(~(v0|v1))-(~v0&v1)-(~v1)-(v0|~v1)-(~v0)-1,-4*(~v0|v1)-1
(v0&~v1^v2)-4*(~v1|v2)+4*(~v0&~v1&v2)+5*(~v0&v1^~v2)+5*(v0|v1^v2)-2*(v0&v1)-7*(v0&~v2)-(~v0)-(v0&v1^v2)+(~(v3|v4))-1,4*(~v0&(v1^v2))-(v3|v4)-2
5*(~(v0&v1))+4*(v0&v1)-2*(v0|v1)-(v0&~v1)-(~(v0^v1))-(~v1),2*(~v0)-1
-5*(v0&v1)-(v0|v1)-(~v0&v1)-(v0^v1)+2*(~v1)-(~v0)-(~(v0&v1))-1,-v0-5*v1-1
2*(~(v0|v1))+(~(v0^v1))+2*(v0|~v1)-(~v0)-2*(~v0|v1)-(~(v0&v1)),-5*(~v0&v1)-1
3*(v0&~v1)-(~v0&v1)+3*(~(v0|v1))-(~v0)-(~v0|v1)+1,2*v0-4*v1
-4*(~v0|v1)+3*(~(v0&v1))+5*v1-2*(v0&v1)-2*(v0^v1)-2*(v0&~v1)-2*(~v0&v1),-(v0|~v1)
3*(~(v0&v1))+v0-v1-(v0^v1)-(~v0&v1),3*(~v1)
2*(v0^v1)+2*(~v0&v1|~v2)-2*(v0&v1^~v2)-2*(v0&(~v1|~v2))-3*(~v0&v1&~v2)+2*(v0&v1|v2)-3*(~v0&v1&v2)-3*(v0&v1^v2)-(v3&~v4)-v4-1,-(~v0&(v1^v2))-(v0&(v1^v2))-(v3|v4)-1
-(v0^v1)-2*(v0&~v1^~v2)+(v0&v1^~v2)+(v0&~v1&~v2)+(v1|~v2)-2*v0+2*(~v0|v2)-(~v0&v1)-(v0^~v1)-(~v0&(~v1|v2))-(~v0&v1^v2),-(~v0&(v1^v2))-4*(v0&(v1^v2))
(~v1|v2)+2*(~v0&v1|~v2)+2*(v0&v1^~v2)+2*(v0&~v1&~v2)-5*(v1|~v2)-2*v0+4*v1-2*(~v0&v1)-(v3&~v4)+v3,(~v0&(v1^v2))-(v0&(v1^v2))+(v3&v4)
3*(~(v0&~v0))+(v0|~v1)-1*(~(v0&~v1))+(~(v0|~v1))-3*v0-1*v1-3*(~(v0&v1))-3*(v0&v1)-2*(~(v0|~v1))+2*(v0&~v1)+4*(v0&v1),-3*(v0^v1)+3*(v0&~v1)
-2*(~v0&v1)+(v0^v1)+5*(~(v0|v1))-2*(~v1)-(v0|~v1)-(~v0)-v0-v1,-4*(v0|v1)-1
(v0^v1)+3*(v0&~v1^~v2)-2*(v0&v1^~v2)+12*(v0&~v1&~v2)+(v1|~v2)-6*v0+10*(~v0|v1|v2)-6*(v0^v1|~v2)-3*(v0^~v1|v2)-3*(~v0|v1^v2),4*(~v0&(v1^v2))-4*(v0&(v1^v2))
-3*(v0&v1)-(v0|v1)-(v0&~v1)-(~v0&v1)+2*(~(v0|v1))-(~(v0^v1))-(~v1),-3*v0-2*v1
5*(~v0&v1)+6*(~(v0|v1))-(~v1)-(v0|~v1)-(~v0)-(~v0|v1)-(~(v0&v1)),-4*v0+v1-1
-2*(~v1)-(~v0^v1&~v2)-3*(v0|v1|~v2)-(v0&v1^~v2)-2*(v0^v1^v2)+6*(v0|v1^~v2)+2*(~v0|~v1&~v2)-2*(~v0&v1&v2)-(v0&v1^v2)-(~v0|v1&~v2),-5*(~v0&(v1^v2))
4*(v0|v1)-(v0^v1)+6*(~(v0|v1))-2*(~(v0^v1))-(~v1)-(v0|~v1)-(~v0)-(~(v0&v1))+1,v1+1
-(~v0&v1)-(v0^v1)+3*(~v0)-2*(~v0|v1)-(~(v0&v1))+1,-2*(v0|v1)+1
6*(~(v0&v1))-9*~v0-6*(~(v0&~v1))-6*(v0^v1)+9*(v0&~v1)-6*v0-6*(~(v0|~v1))+3*(~(v0|v1))+15*(~(v0|~v1))-15*(v0&~v1),-6*(v0|v1)-6*(v0|~v1)
(v0&v1)+4*(v0|v1)+4*(~(v0|v1))-(v0&~v1)-(~v1)-2*(v0|~v1)-(~v0)+1,3*v1+1
5*(~(v0^v1))-(v0|~v1)-(~v0|v1)-v0-(v0|v1)-(~v0&v1)+2,-4*(v0^v1)+2*(~(v0|v1))+1
(v0&~v1^v2)+2*(~v0^v1&~v2)-2*(~v0&v1|~v2)-(v0&v1^~v2)+(v0&(~v1|~v2))+5*(~v0&v1&~v2)+(~v0|~v1&~v2)-(~v0&v1&v2)-(v0&v1^v2)+1,3*(~v0&(v1^v2))+1
-3*(v0&~v1)+3*(v0^v1)+3*(~v1)-(v0|~v1)-(~v0)-v0-v1+1,-4*(v0&v1)
-5*(v0^v1)-10*(~v1|~v2)+13*(~v0|~v1)+8*(v0&(v1|~v2))-(v0^v1&~v2)-5*(v0|v2)-(~v0|v1|v2)-(v0&v1^v2)-(~v0|v1&~v2)-(v0^~v1&~v2),-5*(~v0&(v1^v2))-11*(v0&(v1^v2))
-2*(~v1)+2*(~v0^v1&~v2)+2*(~v0&v1|~v2)+(v0&v1^~v2)+(v0&~v1&~v2)-3*(v1|~v2)+2*v0+(~v0|v2)-(v0^v2)-(~v0|v1&~v2)-(v0^~v1&~v2),-(~v0&~v1)
-v1+3*(v0&v1)-(v0|v1)-(~(v0|v1))-(v0&~v1)-(v0|~v1)-(~v0)-1,-3*(~(v0&v1))-1
3*(~v1|v2)-2*(~v0&~v1&v2)+2*(~v0|v1&v2)-(v0^~v1&v2)-6*(v0&~v1&v2)-(v0^v1|v2)-(~v0|v1|v2)-(~v0|v1|~v2)-2*(~v0|v1&~v2)-(v0^~v1&~v2),-3*(~v0&(v1^v2))-6*(v0&(v1^v2))
(~v0&~v1|v2)-2*(v0|~v1&~v2)+2*(v0|~v1)+(v0^v1&v2)+(v0^v1^v2)+(v0&~v1&v2)-2*(v0^v1|v2)+(~v0)-(v0&v1^v2),2*(~v0&~v1)
(v0^v1)+3*(~v1|~v2)-(~v0|~v1)-6*(v0|~v1&v2)-5*(~v0^~v1&~v2)+8*(v0|v2)-2*(~v0|v1|v2)-(v0&v1^v2)+(~(v3|v4))+3,-4*(~v0&(v1^v2))+2*(v0&(v1^v2))-(v3|v4)+2
-(~v0|v1)+4*v1-2*(v0&v1)-(v0^v1)-(~(v0|v1))-(v0&~v1)-(~v0&v1),-3*(~v1)-1
6*(~v1)+5*(~v0&~v2)-2*(v0^~v2)+(~v0&v1^~v2)-5*(v0|~v1|~v2)-3*(v0&~v1&v2)-9*(~v0|~v1&~v2)+4*(~v0)-3*(v0&v1^v2),-7*(v0|v1|v2)
4*(v0&~v1)+3*(~v0&v1)+3*(~(v0|v1))-(~v1)-(~(v0&v1))-v0-v1+1,-3*(v0&v1)
(~v1|v2)-(v0&~v1^~v2)-(~v0|v1)-(v0&~v1&~v2)+2*(v1|~v2)-2*v0-(~v0&(v1|~v2))-(v0&v1^v2)+(v3&~v4)+v4-1,-(~v0&(v1^v2))-3*(v0&(v1^v2))+(v3|v4)-1
4*(v0|~v1)+5*(~v0)-(~v0|v1)-v0-v1,2*(v0^v1)+7*(~(v0|v1))-1
-2*(~v1)-2*(~v0^v1&~v2)-3*(v0|v1|~v2)-(v0&v1^~v2)-(v0^v1^v2)+6*(v0|v1^~v2)+3*(~v0|~v1&~v2)-3*(~v0&v1&v2)-(~v0|v1|~v2)-(v0&~v1),-3*(~v0&(v1^v2))
(~v1)-(~v0^v1&~v2)+2*(~v0&v1|~v2)-2*(v0&v1^~v2)-2*(v0&(~v1|~v2))-(~v0^~v1&~v2)+(v0|v2)-(~v0&v1&v2)-(v0&v1^v2),-(v0|v1|v2)
-(~v1)+2*(~v0&(~v1|~v2))+(v0|v1|~v2)-(v0&v1^~v2)+2*(v0&~v1&~v2)-(~v0&v1&~v2)+(v0^v1|v2)-(~v0&v1&v2)-(~v0|v1|~v2)-(v0&~v1),~v0&(v1^v2)
-4*(v0&~v1^v2)+2*(~v1|v2)+2*(~v0&v1|~v2)-3*(~v0|v1&v2)-4*(v0&(~v1|~v2))+4*(~v0^~v1&~v2)+5*(v0&v1|v2)-3*(~v0)-3*(v0&v1^v2),-2*(~v0&~v1)
(v0^v1)+4*(~v1|~v2)-2*(~v0|~v1)-(v0|~v1&v2)-(v0^v1&~v2)+2*(~v0&v1|v2)-(~v0&(v1|~v2))-(~v1&~v2)+(v3&~v4)-v3+1,3*(~v0&(v1^v2))+3*(v0&(v1^v2))-(v3&v4)+1
3*(~(v0&v1))+v0-4*(v0^v1)-2*(~(v0|v1))-2*(~(v0^v1))-1,-(~v0|v1)-1
2*(v0^v1)-(v0&(~v1|v2))+(~v0&v1^~v2)+(v0|~v1|~v2)-3*(~v0&v1&~v2)-3*(~v0|~v1&~v2)+(~v0)-(v0&v1^v2)+v1-2*(v3|v1)+(v3^v1)+2,-2*(~v0&(v1^v2))+(v0&(v1^v2))-v3+2
-2*(v0&v1)+3*(v0|v1)-2*(v0^v1)-2*(v0&~v1)-2*(~v0&v1)-2*(~(v0^v1))+1,-(v0|~v1)-(~v0)+1
-(~v1|v2)+4*(v0&~v1^~v2)+(v0&v1^~v2)-(v0&~v1&~v2)-(~v0&~v1&~v2)+3*(v0|v2)-2*(v0|~v2)-2*(~v0&v1)-(v0^~v1),(~v0&(v1^v2))+4*(v0&(v1^v2))
-3*(v0&~v1^v2)+4*(~v1|v2)+3*(~v0&~v1&v2)-(v0&(v1^~v2))+(v0^v1^v2)-(v0&~v1&v2)-(v0^v1|v2)-(~v0|v1|v2)+(~v0|v1|~v2)-(v0&~v1),4*(~v0&~v1)
-3*v1+7*(v0^v1)-4*(v0&~v1)-2*(~v0&v1)+4*(~(v0^v1))-2*(~v1)-2*(-1),-v0
-4*(v0&~v1^v2)+4*(~v1|v2)+(~v0&v1|~v2)-(~v0|v1&v2)+3*(v0^~v1&v2)-2*(v0|v1^~v2)-2*(~v0|~v1&~v2)+6*(~v0&v1&v2)-2*(v0&v1^v2),-2*(~v0&(v1^v2))
(~v0&(~v1|~v2))-(~v0&~v1&v2)-4*(v0&(v1^~v2))+2*(v0^~v1&v2)-(~v0&~v1&~v2)+2*(v0^v1|v2)-(~v0&v1&v2)-(v0&v1^v2),3*(~v0&(v1^v2))+(v0&(v1^v2))
(~v0^v1&~v2)+2*(v0|v1|~v2)-(v0&v1^~v2)+(v0&(~v1|~v2))-(~v0^~v1&~v2)-(v0^~v1|~v2)-(~v0&(v1|~v2))-(v0&v1^v2)+(v3&~v4)-v3+2,-2*(~v0&(v1^v2))+2*(v0&(v1^v2))-(v3&v4)+2
-(v0^v1)-2*(~v1|~v2)+(~v0|~v1)+2*(~v0^v1&v2)+2*(~v0^~v1&~v2)-(v0&v1|v2)-(~v0|v1|v2),(~v0&(v1^v2))-4*(v0&(v1^v2))
3*(~v1|v2)+(v0|v1|~v2)-2*(v0&v1^~v2)-(v0&~v1&~v2)+3*(v1|~v2)-2*(v0|v2)-2*(~v0|v1|v2)-2*(v0^v1|~v2)-(v0^~v1|v2),-2*(~v0&(v1^v2))-3*(v0&(v1^v2))
7*(~(v0^v1))+(~v1)-4*(v0|~v1)-2*(~v0)-(~v0|v1)-v1-(v0&~v1)+2,-5*(v0^v1)+1
2*(v0^v1)-2*(~v1|~v2)-2*(~v0|~v1)+4*(v0|~v1&v2)+4*(v0^v1^~v2)-2*(v1|v2)-(v0&v1&v2)-(v0^v2)-(v0&~v1|v2),-4*(~v0&(v1^v2))+3*(v0&(v1^v2))
5*(v0&(v1|v2))+(~v0&(~v1|~v2))+2*(~v0&~v1&v2)+3*(~v0|v1&v2)-3*(v0|~v1|~v2)-4*(v0&v1)+3*(v0&~v2)-(~v0)-(v0&v1^v2)+(~(v3|v4))+1,v2-(v3|v4)
-2*(v0&~v1)-2*(~v0&v1)+3*(~(v0|v1))-(~(v0^v1))-(~v1)-(~v0|v1),(v0&v1)-3*(v0|v1)
2*v0-(v0&v1)-(v0^v1)-(~(v0|v1))+2,-2*(~v0)+1
3*(~v1)+7*(~v0^v1&~v2)-4*(~v0&v1|~v2)+3*(v0&v1^~v2)+3*(v0&~v1&~v2)-(v1|~v2)-3*v0+2*v1-(v0^v2)-(~v0&v2)-(~v0&(~v1|v2))-(v1&v2),7*(~v0&~v1)
(v0|~v1)+5*(~v0)-3*(~v0|v1)+4*v0-(v0|v1)-(v0&~v1)+1,2*(~v1)
(v0^v1)+2*(~v1|~v2)+(v0&v1|~v2)-6*(v0&~v1&~v2)+3*(~v0^~v1&~v2)-(v0|v2)-3*(~v0&(v1|~v2)),4*(~v0&(v1^v2))+2*(v0&(v1^v2))
-3*(v0&~v1^v2)+4*(~v1|v2)+5*(v0|v1|~v2)-4*(v0&v1^~v2)-3*(v0&~v1&~v2)+3*(v1|~v2)+(v0^~v1|~v2)-6*(~v0|v1|v2)-3*(v0^v1|~v2),-4*(~v0&(v1^v2))
10*(~v0&~v2)+(~v0&~v1&v2)-(~v0|v1&v2)+(v0^~v1&v2)-3*(~v0&~v1&~v2)+4*(v0|v2)-3*(v0|~v2)-2*(v0^v1|~v2)-(v0^~v1|v2)-(v0&v1&~v2),4*(~v0&(v1^v2))-2*(v0&(v1^v2))
2*(v0^v1)+6*(~v1|~v2)-3*(~v0|~v1)+(v0&(v1|~v2))-4*(v0^v1&~v2)+6*(~v0&v1|v2)-2*(~v0|v2)-(v0^v2)-(~v0&v2)-(v0|~v1|v2)-(v1&~v2),4*(~v0&(v1^v2))+4*(v0&(v1^v2))
-2*(~(v0^v1))+2*(v0|~v1)+3*(~v0|v1)-v0-v1-(v0|v1)-(~v0&v1)-1,3*(~(v0|v1))-1
4*(v0&~v1)+2*(~(v0^v1))-(~v1)-(v0|~v1)+2*(~v0|v1)-(~(v0&v1))+1,2*(v0&v1)
-2*(~(v0|v1))+4*(~(v0^v1))+(~v0)-(~v0|v1)-(~(v0&v1))-v0-v1+1,-3*(v0^v1)
3*(v0&~v1^v2)+2*(~v0&~v2)+(v0^~v2)-5*(v0&(v1^~v2))+(v0^~v1&v2)-(~v0&v1&~v2)+(v0&~v2)-(~v0)-(v0&v1^v2)-(~v0|v1&~v2),~v0&~v1
(~v1|v2)-2*(~v0&v1|~v2)+6*(v0&v1|~v2)-8*(~v0^v1&v2)-(v1|~v2)-2*v0+4*(~v0|v2)-2*(~v0&v1)-2*(v0&~v1),-3*(~v0&(v1^v2))+(v0&(v1^v2))
-2*(v0^v1)+6*(v0|v1|~v2)-3*(v0&v1^~v2)+2*(v0&~v1&~v2)-2*(v1|~v2)-v0-(~v0)-(v0&v1^v2)-2,-2*(~v0&(v1^v2))+2*(v0&(v1^v2))-2
(v0|~v1)-(~v0)+(~v0|v1)-v0-(v0&v1),~(v0|v1)
-(v0^v1)+7*(v0|v1|~v2)-2*(v0&v1^~v2)-(v0^~v1&v2)-4*(~v0&v1&~v2)-2*(v0^v1|v2)-(~v0|v1|v2)-(v0^v1|~v2)-2*(~v0|v1&~v2)-(v0^~v1&~v2),-6*(~v0&(v1^v2))+(v0&(v1^v2))
-(~v0^v1&~v2)+3*(~v0&v1|~v2)-4*(v0&v1|~v2)+3*(~v0^v1&v2)+2*(v1|~v2)-(v0&v1|v2)-2*(~v0&(v1|~v2))-(v0^v1|~v2),(~v0&(v1^v2))-2*(v0&(v1^v2))
(~v1|v2)-(v0&~v1^~v2)+(~v0|v1)-(v0&(v1|~v2))+(v0^v1&~v2)-2*(~v0&v1|v2)+v1-(~v0|v1|~v2)-(~(v3|v4))+(~(v3^v4))-1,-(~v0&(v1^v2))-(v0&(v1^v2))+(v3&v4)-1
-v0+2*v1+(v0&~v1)-(~v0&v1)+2,-(~v1)+1
-(v0&~v1)-(~v0&v1)+3*(~(v0|v1))-(~(v0^v1))-(~v1)-v1,-3*(v0|v1)-1
5*(~v1|v2)+2*(~v0&v1|~v2)+5*(v0&v1^~v2)-6*(v0|~v1|~v2)-3*(~v0&v1&~v2)-(v0&v1|v2)-3*(~v0&(v1|~v2))-3*(~v1&~v2)-3*(v0&~v1|v2),-5*(~v0&(v1^v2))-5*(v0&(v1^v2))
(v0^v1)-3*(~v1|~v2)+(~v0|~v1)+(v0&(v1|~v2))-3*(~v0&(v1|v2))+3*(~v0&(v1^~v2))-(~v0|v2)-(~v0&v1)-(v3&~v4)+(~(v3|v4))-(~v3|v4)-1,-6*(~v0&(v1^v2))-2*(v0&(v1^v2))-(v3|v4)-1
-(~v1)+4*(~v0^v1&~v2)-(~v0&v1|~v2)+3*(v0&(v1^~v2))-3*(v0^~v1&v2)+2*(v0&~v1&v2)+2*(v0&~v2)-(~v0)-(v0&v1^v2)-(~v0|v1&~v2),-3*(~v0&(v1^v2))
(~v1)+5*(~v0^v1&~v2)-6*(~v0&~v1&v2)+5*(~v0|v1&v2)+5*(v0|~v1|~v2)+8*(~v0&v1&~v2)+8*(v0&v1|v2)-12*(~v0|v1|v2)-4*(~v0|v1|~v2)-1,2*(v0|v1|v2)-1
-(~v0&~v1|v2)-4*(~v0|~v2)-4*(v0&(~v1|v2))+3*(~v0&v1^~v2)+3*(v0|~v1|~v2)-(~v0&v1&~v2)+3*(v0^v1|v2)-(~v0|v1|v2)-(v0^v1|~v2)-1,-(~v0^~v1&v2)-1
(~(v0^v1))+2*(~v1)-(v0|~v1)+v1-(v0|v1)-1,2*(~(v0|v1))-1
-5*(v0^v1)-4*(~v1|~v2)+8*(~v0|~v1)+11*(v0&(v1|~v2))+7*(v0^v1&~v2)-15*v0-(v0|~v2)-(v0^v1|~v2)-(~v0|v1&~v2)-(v0^~v1&~v2)-(v1&v2),3*(~v0&(v1^v2))-12*(v0&(v1^v2))
-3*(~v0^v1&~v2)+11*(~v0&v1|~v2)-9*(v0&v1|~v2)+10*(~v0^v1&v2)+(v0^v1&~v2)-2*(~v0&v1|v2)-6*(~v0&(v1|~v2))-3*(~v1&~v2)-2,5*(~v0&(v1^v2))-(v0&(v1^v2))-2
3*(~v1)+3*(~v0|v1)-(~(v0&v1))-v0-v1-(v0&~v1)-(~v0&v1)+1,-(v0^v1)+4*(~(v0|v1))
6*(~v1|v2)+6*(~v0&v1|~v2)-4*(v0&v1^~v2)-5*(v0^v1^v2)+3*(v0&v1)-3*(v0&~v2)-8*(~v0)-4*(v0&v1^v2)+(v3|v1)+(v3|~v1)+2,-11*(~v0&(v1^v2))+2*(v0&(v1^v2))+v3+1
-7*(v0^v1)-5*(~v1|~v2)-4*(v0&v1|~v2)+12*(~v0^v1&v2)+24*(~v0^~v1&~v2)-8*(v0|v2)-3*(~v0&v1&v2)-3*(v0&v1^v2)-3*(~v0|v1&~v2),17*(~v0&(v1^v2))-23*(v0&(v1^v2))
10*(v0|~v1)+3*(~v0)-v0-v1-(v0&v1)-(v0|v1)-(v0^v1)+1,6*(~(v0^v1))+7*(~v1)+1
4*(~(v0^v1))+2*(~v1)-(v0|~v1)-(~v0|v1)-(~(v0&v1))-v0-(v0&~v1)+1,-3*(v0^v1)+2*(~(v0|v1))
5*(v0|~v1|v2)+6*(~v0|~v2)-3*(v0^~v2)-9*(v0^v1&v2)-3*(v0^v1^v2)+7*(v0&~v1&v2)+(v0^v1|v2)-(~v0&v1&v2)-(v0&v1^v2)-(~v0|v1&~v2),7*(~v0&~v1)
3*(~v1)+(v0|~v1)+3*(~v0|v1)-v0-v1-(v0|v1)-(v0&~v1),6*(~(v0|v1))-1
3*(v0^v1)+(v0&~v1^~v2)+3*(~v0|v1)-4*(v0&~v1&~v2)+2*(v1|~v2)+v0-4*v1-2*(~v0&~v1^~v2)-2*(~v0^~v1&v2)-2*(~v0&~v1|v2)-2*(~v0&~v2),-(~v0&(v1^v2))+(v0&(v1^v2))
-3*(v0^v1)+(v0|v1|~v2)+5*(~v0|v1&v2)+7*(v0&(~v1|~v2))+(~v0^~v1&~v2)-4*(v0^~v1|~v2)-(~v0|v2)-(v0^v2)-(v0&~v1|v2)-(~v0|v1^v2),-2*(~v0&(v1^v2))+2*(v0&(v1^v2))
2*(v0^v1)-(~v1|~v2)-(~v0|~v1)+3*(v0|~v1|~v2)-2*(~v0&v1&~v2)-2*(v0^v1|v2)+2*(~v0&v1&v2)-(~v0|v1|~v2)+1,-2*(~v0&(v1^v2))+(v0&(v1^v2))+1
4*(~(v0^v1))-(~v0)-(~v0|v1)+3*(~(v0&v1))-v0-(v0&v1)-(v0&~v1)+1,4*(~(v0|v1))
(v0|~v1)-2*(v0&v1)+(v0|v1)-(v0&~v1)-(~v0&v1)+1,~v1+1
2*(v0&~v1^v2)-(~v1|v2)+(v0&~v1^~v2)-(~v0|v1)-(v0&(v1|~v2))-(~v0&(v1|v2))+(~v0&(v1^~v2))+v1-(~v0&v1)-(~(v3|v4))+(~(v3^v4))-2,-(~v0&(v1^v2))+(v3&v4)-2
-(v0&(v1|v2))+2*(~v0&~v2)-(~v0&~v1&v2)+(~v0|v1&v2)+3*(v0&(~v1|~v2))-(~v0&~v1&~v2)-(v0^v1|v2)-(~v0|v1|v2)-(v0^v1|~v2)-(v0&~v1),-2*v2
11*(v0|v1)-(v0&~v1)-(v0^v1)+4*(~(v0^v1))-(~v0)-(~v0|v1)-(~(v0&v1))+2,7*v0+6*v1+1
(v0^v1)-3*(~v1|~v2)+2*(~v0|v1)+4*(v0&~v1&~v2)+7*(v1|~v2)-5*v0-4*v1-4*(~v0&~v1^~v2)-2*(~v0^~v1&v2)-4*(~v0|v1^v2)-2*(v1&~v2),-9*(~v0&(v1^v2))-13*(v0&(v1^v2))
-(~v1|v2)-2*(v0&~v1^~v2)+(~v0|v1&v2)-3*(v0&(~v1|~v2))+(~v0^~v1&~v2)+3*(~v0|~v1&~v2)-2*(~v0&v1&v2)-(v0&v1^v2)-(~v0|v1&~v2),2*(~v0&(v1^v2))-7*(v0&(v1^v2))
8*(~v1)-5*(~v0^v1&~v2)-5*(~v0&v1|~v2)-6*(v0&v1^~v2)-5*(v0&~v1&~v2)+14*(v1|~v2)-4*v0-4*(~v0|v2)-2*(~v1&~v2)-1,-(~v0&(v1^v2))-1
-10*(v0&~v1)-6*v0+6*(~(v0|~v1))+6*(v0^v1)+10*(~(v0&v1))-10*~v1-10*(v0|~v1)+6*(v0|v1)-32*(~(v0|~v1))+4*(v0&~v1)+6*(v0&v1),-10*(~(v0&~v0))+6*v1
(~v1|v2)+(v0^~v2)+2*(v0^v1&v2)-(v0^v1^v2)-3*(v0&~v1&v2)-(~v0|~v1&~v2)-(~v0&v1&v2)-(~v0|v1|~v2)+(v3&~v4)-(~(v3|v4))+(~v3|v4)-2,-2*(~v0&(v1^v2))+(v0&(v1^v2))+(v3|v4)-2
-(v0^v1)+4*(~(v0^v1))-(v0|~v1)-3*(~(v0&v1))-v1-(v0&v1)-(v0|v1)-1,-6*(v0&~v1)-6*(~v0&v1)-1
-(~v0^v1&~v2)-(~v0&v1|~v2)+2*(v0&v1|~v2)+4*(~v0^v1&v2)+6*(~v0^~v1&~v2)-2*(v0|v2)-3*(v0|~v2)-(~v0&v1)-(v0&~v1|v2)-(~v2),6*(~v0&(v1^v2))-6*(v0&(v1^v2))
5*(~(v0^v1))+3*(~v1)+4*(~v0)-(~v0|v1)-(~(v0&v1))-v0-v1-(v0&v1)+1,9*(~(v0|v1))
(~v1|v2)+7*(v0&~v1^~v2)-3*(v0&v1^~v2)+2*(v0^~v1&v2)-2*(~v0&~v1&~v2)+2*(v0&v1|v2)-(~v0|v1|v2)-(v0&v1^v2)-(~v0|v1&~v2)-(v0^~v1&~v2),2*(~v0&(v1^v2))+7*(v0&(v1^v2))
2*(~v1|v2)+5*(~v0&v1|~v2)+(v0&v1|~v2)-4*(v0^~v1&v2)+(~v0&v1&~v2)+(v0&v1|v2)-4*(~v0&(v1|~v2))-4*(v0^v1|~v2)+(~(v3|v4))-1,-(~v0&(v1^v2))-(v0&(v1^v2))-(v3|v4)-2
-3*(~v0^v1&~v2)+3*(~v0&v1|~v2)-4*(v0&v1^~v2)-3*(v0&~v1&~v2)+6*(~v0&~v1&~v2)+4*(v0|v2)-2*(~v0)-2*(v0&v1^v2),-3*(~v0&(v1^v2))+2*(v0&(v1^v2))
(~v1|v2)+(~v0&v1|~v2)-(v0&(v1^~v2))-(v0|~v1|~v2)-2*(v0&~v1&v2)+2*(v0^v1|v2)-3*(~v0&v1&v2)-(~v0|v1|~v2)-(v0&~v1),(~v0&(v1^v2))-(v0&(v1^v2))
-(~v0&v1)+8*(~(v0|v1))-2*(~(v0^v1))-2*(~v1)-(v0|~v1)-(~v0)-(~v0|v1)+1,-(v0&v1)-4*(v0|v1)
-4*(v0^v1)-2*(~v1|~v2)+6*(~v0|~v1)+12*(v0&(v1|~v2))+7*(v0^v1&~v2)-17*v0-(~v0|v2)-(~v0&v1)-(v0^~v1)-2*(~v2)-(v1&~v2)-(v1^v2),(~v0&(v1^v2))-12*(v0&(v1^v2))
2*(~v1|v2)+2*(~v0&v1|~v2)-4*(~v0|v1&v2)-4*(v0&(~v1|~v2))+(~v0&v1&~v2)+2*(v0&v1|v2)-(~v0&v1&v2)-(v0&v1^v2)+(v3&~v4)+v4-1,-(~v0&(v1^v2))-(v0&(v1^v2))+(v3|v4)-1
(v0&~v1^v2)+3*(v0|~v1&~v2)-(v0|~v1)+(v0^v1&v2)-2*(v0|v1^v2)-(v0|v1^~v2)-(~v0|~v1&~v2),-3*(~v0&(v1^v2))
-(~v1|v2)-6*(~v0&v1|~v2)-4*(v0&v1|~v2)-2*(v0&~v1&~v2)+15*(v1|~v2)-2*v0-4*v1-4*(~v0&v1)-2*(v0^~v1)-2*(v0^~v1&~v2),-3*(~v0&(v1^v2))-5*(v0&(v1^v2))
-5*(v0^v1)-2*(~v1|~v2)+7*(~v0|~v1)-3*(v0|~v1&v2)-(v0^v1^~v2)-(~v0&(v1^~v2))+4*(v0|v1)-(v0|v1&v2)-2*(~v0^~v1&v2)-(~v0|v1^v2),(~v0&(v1^v2))-4*(v0&(v1^v2))
3*(~v1|v2)+2*(~v0&v1|~v2)+3*(v0&v1|~v2)-(v0&(~v1|~v2))-(~v0^~v1&~v2)-4*(v0^~v1|~v2)-2*(~v0|v2)-2*(v0^v1|~v2)-1,-4*(~v0&(v1^v2))-2*(v0&(v1^v2))-1
2*(~v1|v2)+(~v0&v1|~v2)+(v0&v1|~v2)-3*(v0&(~v1|~v2))-3*(v0&~v1&v2)+(v0^v1|v2)-2*(~v0|v1|v2)-2*(~v0|v1|~v2)+(v3|v1)+(v3|~v1),-(~v0&(v1^v2))-5*(v0&(v1^v2))+v3-1
2*(~v1|v2)+(v0&~v1^~v2)+(~v0|v1)+3*(v0&(v1|~v2))+2*(v0^v1&~v2)-6*v0-(~v0&(v1|~v2))-(v0^v1|~v2)-(v0^~v1|v2)-(v0^~v1&~v2),2*(~v0&(v1^v2))-4*(v0&(v1^v2))
-3*(~v1)+6*(v0|~v1)+(~v0)-2*(~v0|v1)-2*v0-2*(v0&~v1)-2*(-1),-3*(v0^v1)
-(v0|v1)-(v0&~v1)-(~v0&v1)+4*(~v1)-2*(v0|~v1)-(~v0)-(~v0|v1)+1,-4*v1+1
